division,round,matchday,team_a,team_b,score_a,score_b,game,side,player_slug,player_label,champion,position,k,d,a,win
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,A,,Rize Kamishiro,Sivir,ADC,7,0,7,1
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,A,,Simo Häyhä,Leona,Support,0,2,15,1
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,ErBicho,Cho'Gath,Top,2,6,3,0
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,PFX Zibys,Xin Zhao,Jungle,5,6,4,0
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,Heyslime,Yone,Mid,1,4,2,0
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,RIS Nacht,Xayah,ADC,1,3,2,0
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,Tragedy,Hwei,Support,1,4,4,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,Arashi,Ornn,Top,0,7,3,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,DMNX xXDATERXx,Jarvan IV,Jungle,1,6,10,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,Atreides,Ahri,Mid,3,6,4,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,DMNX TIXØ,Ezreal,ADC,10,3,3,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,DMNX Diamond,Karma,Support,2,2,11,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,Rivalless,Camille,Top,14,1,4,1
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,pmq,Wukong,Jungle,4,4,10,1
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,esportslink1,Anivia,Mid,1,2,8,1
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,G2 Cabs Sama,Caitlyn,ADC,5,3,4,1
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,S T E P M E N,Lux,Support,0,6,11,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,KINGE_Epsnein,K'Sante,Top,2,6,2,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,noireh,Shyvana,Jungle,1,11,0,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,KINGE_Ronwayo,Akali,Mid,5,8,0,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,ArepaMaster,Corki,ADC,2,8,3,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,SrPato,Nami,Support,0,8,4,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,RozaKled,Garen,Top,8,2,7,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,Faliyo,Xin Zhao,Jungle,9,2,15,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,xSamuPingu,Locke,Mid,18,2,7,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,mariocaro13,Ashe,ADC,6,2,11,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,404 Dinithor,Nautilus,Support,0,2,16,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,Juls,Vayne,Top,2,6,1,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,tojesh,Wukong,Jungle,1,5,7,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,Vertig,Syndra,Mid,4,5,4,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,Nøt Mµerte,Mel,ADC,4,4,4,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,Nøt Yorµ,Karma,Support,0,4,6,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,Herobayer,Sion,Top,4,2,10,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,DaKoR,Pantheon,Jungle,7,5,11,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,søcraM,Xerath,Mid,7,1,7,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,CVR JC4,Lucian,ADC,6,2,7,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,Nemesis,Milio,Support,0,1,14,1
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,canelon99,Zac,Top,6,3,3,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,RAI zasawe,Wukong,Jungle,0,5,4,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,GeminisSoul,Orianna,Mid,2,3,2,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,BIG YAHU LP PLS,Lucian,ADC,2,5,1,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,Last K1NG,Braum,Support,1,6,5,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,B,,Señor Wagner,Sion,Top,2,3,4,1
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,B,,Syntax,Ivern,Jungle,0,3,15,1
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,B,,LUISOMAKISO,Anivia,Mid,10,0,3,1
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,B,,MehWi,Kai'Sa,ADC,9,2,7,1
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,B,,atrakatuni,Nautilus,Support,1,3,13,1
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,A,,StylƐR,K'Sante,Top,1,4,0,0
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,A,,you can rest now,Naafiri,Jungle,0,5,3,0
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,A,,Clavijos,Syndra,Mid,3,4,4,0
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,A,,şhsrıł,Mel,ADC,6,11,2,0
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,A,,Senaut,Nautilus,Support,0,8,8,0
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,B,,AZR Alakran,Gwen,Top,3,1,4,1
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,B,,eFOX Cobalt,Wukong,Jungle,6,2,13,1
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,B,,Jamesin,Fizz,Mid,14,3,12,1
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,B,,Salsa Ramcesis,Caitlyn,ADC,12,0,7,1
División 4,Jornada 1,1,ALOS eSports,eFox,0,1,1,B,,eFOX SNOWL3X,Bard,Support,1,4,19,1
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,A,,TPG BUZZ,,,5,7,16,1
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,A,,Knight Artorias,,,5,8,9,1
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,A,,AnPuuR,,,12,6,8,1
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,A,,Cuco,,,11,8,14,1
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,A,,FOX Castañitas,,,3,4,24,1
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,B,,Avi Kitsu,,,6,3,7,0
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,B,,Silvia Orriols,,,2,8,25,0
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,B,,カウウソー,,,7,8,16,0
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,B,,CR7,,,16,7,5,0
División 4,Jornada 1,1,Koryu Budo Arashi,CSN Corvo,1,0,1,B,,blako,,,2,10,19,0
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,A,,Yuka Okkotsu,,,1,2,6,0
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,A,,VCE Darkpepe94,,,1,7,9,0
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,A,,GambasAlGritillo,,,9,5,2,0
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,A,,VCE GaBrii,,,1,5,1,0
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,A,,VCE Padeko,,,0,7,7,0
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,B,,Rowdwer,,,1,2,22,1
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,B,,ÚLTIMO ROMÁNTICO,,,4,2,8,1
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,B,,John Natillas,,,3,4,10,1
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,B,,MrPanaYago,,,8,4,7,1
División 4,Jornada 1,1,VentuCorp Gods,404 Legion,0,1,1,B,,KOI galiindo,,,10,0,5,1
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,A,,S3us,,,5,4,10,1
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,A,,Danzig or War,,,3,1,4,1
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,A,,Hugh Jackman,,,4,3,4,1
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,A,,KATSEYE,,,17,3,4,1
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,A,,Ðuke,,,0,1,22,1
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,B,,Joningo,,,2,2,2,0
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,B,,Sauce Boy,,,3,1,5,0
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,B,,DoB Zenith,,,5,5,1,0
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,B,,DoB Wulen,,,0,7,6,0
División 4,Jornada 1,1,Zenturions,Dragons Of Blossom Illume,1,0,1,B,,DoB CabraDelARAM,,,1,8,7,0
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,A,,PFC Kyber,Warwick,Top,6,0,6,1
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,A,,Umbre975,Kayn,Jungle,4,0,7,1
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,A,,Alexuto33,Yone,Mid,3,0,5,1
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,A,,Yunekki,Viktor,ADC,3,0,6,1
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,A,,Lord Sotomonte,Braum,Support,0,1,10,1
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,B,,Kevoncio,Ornn,Top,0,5,1,0
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,B,,Tammy Kench,Volibear,Jungle,1,3,0,0
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,B,,Ozaaruu,Galio,Mid,0,4,0,0
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,B,,Lentejas2,Smolder,ADC,0,2,1,0
División 5,Jornada 1,1,Mega Pollo Generation Shinobi,Hellfire Academy,1,0,1,B,,TheMakroX,Tahm Kench,Support,0,2,1,0
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,A,,Ω TIMÖ Ω,Dr. Mundo,Top,1,3,5,1
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,A,,MAC Half Chicken,Pantheon,Jungle,9,3,16,1
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,A,,Luiszol,Diana,Mid,5,6,7,1
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,A,,Jöttunn,Jinx,ADC,16,2,10,1
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,A,,Coneja Pelleja,Braum,Support,1,3,25,1
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,B,,LWT Domper,Cho'Gath,Top,3,4,1,0
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,B,,LWT Surfer0,Wukong,Jungle,5,5,8,0
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,B,,LWT King Breogán,Viktor,Mid,4,5,6,0
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,B,,LWT Aledoodle,Caitlyn,ADC,3,8,4,0
División 5,Jornada 1,1,Vyronx Panda,Loco Wasa Truncapingas,1,0,1,B,,LWT rekoR,Nautilus,Support,2,10,10,0
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,A,,FabiShiny,Yone,Top,4,8,3,0
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,A,,Didix14,Wukong,Jungle,1,9,8,0
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,A,,Gyro,Xerath,Mid,4,6,3,0
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,A,,Jotaa,Ziggs,ADC,3,2,8,0
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,A,,Valduim,Leona,Support,1,8,8,0
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,B,,Easydrino,Ornn,Top,3,1,13,1
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,B,,BONPREU ESCLAT,Pantheon,Jungle,17,2,7,1
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,B,,Keviiin21,Syndra,Mid,9,3,10,1
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,B,,tokita tokita,Seraphine,ADC,4,3,8,1
División 5,Jornada 1,1,LUNARIS GAMING,HARAM,0,1,1,B,,MDK Aitanax,Braum,Support,0,4,15,1
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,A,,Vandervan9,Dr. Mundo,Top,3,4,0,0
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,A,,THE enemy,Wukong,Jungle,0,5,3,0
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,A,,Mouseman,Viktor,Mid,2,4,0,0
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,A,,Dani Jaeger,Caitlyn,ADC,0,5,1,0
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,A,,Josem6,Renata Glasc,Support,0,5,2,0
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,B,,G2 Gavi,Renekton,Top,6,2,3,1
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,B,,NAVI Unai Simón,Poppy,Jungle,2,0,12,1
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,B,,SR Gurb,Taliyah,Mid,3,2,9,1
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,B,,Darckmate,Kai'Sa,ADC,10,0,6,1
División 5,Jornada 1,1,PorKs,SUSTRAI,0,1,1,B,,DegueCR,Thresh,Support,2,1,14,1
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,A,,Arësth,Malphite,Top,5,0,7,1
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,A,,DaniPanic,Nasus,Jungle,11,0,7,1
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,A,,Dragyni,Malzahar,Mid,4,0,11,1
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,A,,TKG DarkAngel73,Tristana,ADC,8,1,4,1
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,A,,LúcyRawrDreams,Morgana,Support,3,2,19,1
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,B,,minijojo,Gwen,Top,0,6,0,0
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,B,,magamarrana,Shyvana,Jungle,2,7,0,0
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,B,,nukk,Aurora,Mid,0,5,0,0
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,B,,Little,Xayah,ADC,1,6,0,0
División 5,Jornada 1,1,Aceituna Gaming,La 33,1,0,1,B,,masip08,Rakan,Support,0,7,0,0
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,A,,FUJI MarioLoLL,,,12,3,4,0
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,A,,Yifan2003,,,9,11,7,0
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,A,,Frost,,,0,5,13,0
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,A,,Inaros,,,0,8,10,0
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,A,,Adricraft2008,,,4,7,7,0
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,B,,HDG chaluri,,,5,7,15,1
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,B,,HDG Crow,,,14,3,8,1
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,B,,pollothekiller,,,10,3,11,1
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,B,,HDG SorKeZ,,,1,8,7,1
División 5,Jornada 1,1,Fuji Fenix,Helldogs,0,1,1,B,,HDG carguimo,,,4,4,19,1
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,A,,LuigiFox,,,2,6,13,1
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,A,,ImNotASmurf,,,7,2,7,1
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,A,,Liminal Rain,,,7,4,8,1
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,A,,Triiillo,,,9,3,8,1
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,A,,mevang,,,7,5,11,1
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,B,,PressureFelp,,,1,6,5,0
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,B,,DNAlex,,,9,8,3,0
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,B,,DavidjajaLOL,,,3,4,6,0
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,B,,Homelander,,,3,4,6,0
División 5,Jornada 1,1,Supernova Crypt,PTS,1,0,1,B,,Erankoh,,,4,10,9,0
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,A,,Tharkún8,,,4,2,5,1
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,A,,OneArmedWolf,,,12,0,8,1
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,A,,Be a King,,,8,1,13,1
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,A,,Minervae,,,1,2,15,1
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,A,,alaifer15,,,3,2,13,1
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,B,,SituationshipCEO,,,2,6,1,0
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,B,,Marcogomez56,,,2,4,1,0
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,B,,litos,,,0,8,1,0
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,B,,Braisinn,,,3,5,0,0
División 5,Jornada 1,1,TOPSMURF,Los Ratones Perez,1,0,1,B,,Varikokola,,,0,5,3,0
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,A,,SrMidway,,,6,3,16,1
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,A,,Schizophrelia,,,8,1,10,1
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,A,,Jeda,,,6,2,8,1
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,A,,Nife,,,14,3,5,1
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,A,,Megu,,,1,2,19,1
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,B,,pantera139,,,2,9,2,0
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,B,,Makamiii,,,2,9,8,0
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,B,,juko41,,,3,3,2,0
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,B,,TJ erzedantes,,,3,6,4,0
División 5,Jornada 1,1,Shadow Uniovi eSports,Tanguita del Joker,1,0,1,B,,NSJ Juny,,,1,8,5,0
